,0
1972-10-01,-4173699798.086384
1972-11-01,-4153787825.672207
1972-12-01,-4133939285.012974
1973-01-01,-4114154074.913109
1973-02-01,-4094432094.1771164
1973-03-01,-4074773241.609459
1973-04-01,-4055177416.014675
1973-05-01,-4035644516.1971664
1973-06-01,-4016174440.961548
1973-07-01,-3996767089.112221
1973-08-01,-3977422359.4536934
1973-09-01,-3958140150.7904854
1973-10-01,-3938920361.9269867
1973-11-01,-3919762891.667797
1973-12-01,-3900667638.81744
1974-01-01,-3881634502.1802673
1974-02-01,-3862663380.5608253
1974-03-01,-3843754172.763672
1974-04-01,-3824906777.5931854
1974-05-01,-3806121093.8539352
1974-06-01,-3787397020.350437
1974-07-01,-3768734455.8870735
1974-08-01,-3750133299.268364
1974-09-01,-3731593449.298897
1974-10-01,-3713114804.783043
1974-11-01,-3694697264.525383
1974-12-01,-3676340727.3303223
1975-01-01,-3658045092.0024147
1975-02-01,-3639810257.3461
1975-03-01,-3621636122.165943
1975-04-01,-3603522585.2663536
1975-05-01,-3585469545.4518204
1975-06-01,-3567476901.526989
1975-07-01,-3549544552.2961235
1975-08-01,-3531672396.563839
1975-09-01,-3513860333.1346283
1975-10-01,-3496108260.8129387
1975-11-01,-3478416078.403263
1975-12-01,-3460783684.7101517
1976-01-01,-3443210978.5379944
1976-02-01,-3425697858.6913147
1976-03-01,-3408244223.974724
1976-04-01,-3390849973.1925545
1976-05-01,-3373515005.1493263
1976-06-01,-3356239218.6496277
1976-07-01,-3339022512.497818
1976-08-01,-3321864785.4984703
1976-09-01,-3304765936.4560394
1976-10-01,-3287725864.175026
1976-11-01,-3270744467.4598923
1976-12-01,-3253821645.1152115
1977-01-01,-3236957295.945381
1977-02-01,-3220151318.75494
1977-03-01,-3203403612.3484
1977-04-01,-3186714075.530159
1977-05-01,-3170082607.1047516
1977-06-01,-3153509105.8767586
1977-07-01,-3136993470.650524
1977-08-01,-3120535600.230591
1977-09-01,-3104135393.4215317
1977-10-01,-3087792749.027725
1977-11-01,-3071507565.8537445
1977-12-01,-3055279742.7039948
1978-01-01,-3039109178.3830223
1978-02-01,-3022995771.6952896
1978-03-01,-3006939421.4453163
1978-04-01,-2990940026.43758
1978-05-01,-2974997485.476551
1978-06-01,-2959111697.3667564
1978-07-01,-2943282560.9126472
1978-08-01,-2927509974.9187546
1978-09-01,-2911793838.1895103
1978-10-01,-2896134049.529484
1978-11-01,-2880530507.7430687
1978-12-01,-2864983111.6348457
1979-01-01,-2849491760.009239
1979-02-01,-2834056351.6707726
1979-03-01,-2818676785.423973
1979-04-01,-2803352960.073223
1979-05-01,-2788084774.423107
1979-06-01,-2772872127.278061
1979-07-01,-2757714917.4426193
1979-08-01,-2742613043.7212296
1979-09-01,-2727566404.918415
1979-10-01,-2712574899.838623
1979-11-01,-2697638427.286392
1979-12-01,-2682756886.066204
1980-01-01,-2667930174.9825325
1980-02-01,-2653158192.8398514
1980-03-01,-2638440838.4426575
1980-04-01,-2623778010.5954895
1980-05-01,-2609169608.1027794
1980-06-01,-2594615529.7690697
1980-07-01,-2580115674.398796
1980-08-01,-2565669940.796444
1980-09-01,-2551278227.7666016
1980-10-01,-2536940434.1136284
1980-11-01,-2522656458.6420784
1980-12-01,-2508426200.1564484
1981-01-01,-2494249557.4612045
1981-02-01,-2480126429.3608627
1981-03-01,-2466056714.659916
1981-04-01,-2452040312.1627846
1981-05-01,-2438077120.674038
1981-06-01,-2424167038.9981575
1981-07-01,-2410309965.9395866
1981-08-01,-2396505800.302864
1981-09-01,-2382754440.892418
1981-10-01,-2369055786.5128365
1981-11-01,-2355409735.968506
1981-12-01,-2341816188.063999
1982-01-01,-2328275041.603733
1982-02-01,-2314786195.3922195
1982-03-01,-2301349548.234009
1982-04-01,-2287964998.9335175
1982-05-01,-2274632446.2952576
1982-06-01,-2261351789.1237183
1982-07-01,-2248122926.2234306
1982-08-01,-2234945756.398815
1982-09-01,-2221820178.4544144
1982-10-01,-2208746091.1946716
1982-11-01,-2195723393.42408
1982-12-01,-2182751983.947212
1983-01-01,-2169831761.56847
1983-02-01,-2156962625.0923767
1983-03-01,-2144144473.3233871
1983-04-01,-2131377205.0660744
1983-05-01,-2118660719.1248398
1983-06-01,-2105994914.3042068
1983-07-01,-2093379689.4086647
1983-08-01,-2080814943.2427082
1983-09-01,-2068300574.6108475
1983-10-01,-2055836482.3175316
1983-11-01,-2043422565.167263
1983-12-01,-2031058721.9645252
1984-01-01,-2018744851.5138474
1984-02-01,-2006480852.6196594
1984-03-01,-1994266624.086502
1984-04-01,-1982102064.7188473
1984-05-01,-1969987073.3211956
1984-06-01,-1957921548.6979713
1984-07-01,-1945905389.6537628
1984-08-01,-1933938494.9929943
1984-09-01,-1922020763.5201817
1984-10-01,-1910152094.0398216
1984-11-01,-1898332385.3563766
1984-12-01,-1886561536.2743359
1985-01-01,-1874839445.59824
1985-02-01,-1863166012.1325474
1985-03-01,-1851541134.6816998
1985-04-01,-1839964712.0502434
1985-05-01,-1828436643.0426693
1985-06-01,-1816956826.4634266
1985-07-01,-1805525161.1170769
1985-08-01,-1794141545.808033
1985-09-01,-1782805879.340807
1985-10-01,-1771518060.5199375
1985-11-01,-1760277988.149868
1985-12-01,-1749085561.0350628
1986-01-01,-1737940677.9800625
1986-02-01,-1726843237.789341
1986-03-01,-1715793139.2673645
1986-04-01,-1704790281.2186832
1986-05-01,-1693834562.447731
1986-06-01,-1682925881.7589931
1986-07-01,-1672064137.9570217
1986-08-01,-1661249229.8462486
1986-09-01,-1650481056.2311687
1986-10-01,-1639759515.9162903
1986-11-01,-1629084507.706087
1986-12-01,-1618455930.4050636
1987-01-01,-1607873682.8177109
1987-02-01,-1597337663.7485294
1987-03-01,-1586847772.0019588
1987-04-01,-1576403906.382553
1987-05-01,-1566005965.6947498
1987-06-01,-1555653848.743061
1987-07-01,-1545347454.3319836
1987-08-01,-1535086681.265997
1987-09-01,-1524871428.3495922
1987-10-01,-1514701594.3872643
1987-11-01,-1504577078.1835117
1987-12-01,-1494497778.5427742
1988-01-01,-1484463594.2696
1988-02-01,-1474474424.16848
1988-03-01,-1464530167.0438442
1988-04-01,-1454630721.7002525
1988-05-01,-1444775986.9421387
1988-06-01,-1434965861.5740185
1988-07-01,-1425200244.4003906
1988-08-01,-1415479034.2257233
1988-09-01,-1405802129.8545246
1988-10-01,-1396169430.0912704
1988-11-01,-1386580833.7404823
1988-12-01,-1377036239.6065845
1989-01-01,-1367535546.494135
1989-02-01,-1358078653.2075882
1989-03-01,-1348665458.5514278
1989-04-01,-1339295861.3301716
1989-05-01,-1329969760.3482952
1989-06-01,-1320687054.4102707
1989-07-01,-1311447642.3206253
1989-08-01,-1302251422.8838348
1989-09-01,-1293098294.904354
1989-10-01,-1283988157.18672
1989-11-01,-1274920908.5354156
1989-12-01,-1265896447.7548962
1990-01-01,-1256914673.6496868
1990-02-01,-1247975485.0242577
1990-03-01,-1239078780.6831017
1990-04-01,-1230224459.430727
1990-05-01,-1221412420.0716114
1990-06-01,-1212642561.4102345
1990-07-01,-1203914782.2510986
1990-08-01,-1195228981.398697
1990-09-01,-1186585057.657486
1990-10-01,-1177982909.831995
1990-11-01,-1169422436.7267094
1990-12-01,-1160903537.1460953
1991-01-01,-1152426109.8946724
1991-02-01,-1143990053.776905
1991-03-01,-1135595267.5972939
1991-04-01,-1127241650.160328
1991-05-01,-1118929100.270504
1991-06-01,-1110657516.7322884
1991-07-01,-1102426798.3501987
1991-08-01,-1094236843.9287205
1991-09-01,-1086087552.272316
1991-10-01,-1077978822.1855125
1991-11-01,-1069910552.4727764
1991-12-01,-1061882641.9386139
1992-01-01,-1053894989.3874874
1992-02-01,-1045947493.6239195
1992-03-01,-1038040053.4523706
1992-04-01,-1030172567.6773558
1992-05-01,-1022344935.1033459
1992-06-01,-1014557054.5348501
1992-07-01,-1006808824.7763386
1992-08-01,-999100144.6323156
1992-09-01,-991430912.9072466
1992-10-01,-983801028.4056635
1992-11-01,-976210389.9320202
1992-12-01,-968658896.2908239
1993-01-01,-961146446.2865429
1993-02-01,-953672938.7237015
1993-03-01,-946238272.4067583
1993-04-01,-938842346.1402273
1993-05-01,-931485058.7285786
1993-06-01,-924166308.9763069
1993-07-01,-916885995.687911
1993-08-01,-909644017.6678791
1993-09-01,-902440273.7206955
1993-10-01,-895274662.6508465
1993-11-01,-888147083.2628326
1993-12-01,-881057434.3611221
1994-01-01,-874005614.7502413
1994-02-01,-866991523.2346573
1994-03-01,-860015058.618844
1994-04-01,-853076119.7073269
1994-05-01,-846174605.3045673
1994-06-01,-839310414.2150745
1994-07-01,-832483445.2433233
1994-08-01,-825693597.1938143
1994-09-01,-818940768.8710251
1994-10-01,-812224859.0794659
1994-11-01,-805545766.6236095
1994-12-01,-798903390.3079395
1995-01-01,-792297628.9369745
1995-02-01,-785728381.3151712
1995-03-01,-779195546.2470407
1995-04-01,-772699022.5370588
1995-05-01,-766238708.9897366
1995-06-01,-759814504.4095421
1995-07-01,-753426307.600976
1995-08-01,-747074017.3685274
1995-09-01,-740757532.5166702
1995-10-01,-734476751.8499193
1995-11-01,-728231574.1727619
1995-12-01,-722021898.28967
1996-01-01,-715847623.0051355
1996-02-01,-709708647.1236725
1996-03-01,-703604869.4497356
1996-04-01,-697536188.7878456
1996-05-01,-691502503.9424753
1996-06-01,-685503713.7181158
1996-07-01,-679539716.9192638
1996-08-01,-673610412.3504057
1996-09-01,-667715698.8160257
1996-10-01,-661855475.1206274
1996-11-01,-656029640.0686827
1996-12-01,-650238092.4646873
1997-01-01,-644480731.1131516
1997-02-01,-638757454.8185358
1997-03-01,-633068162.3853426
1997-04-01,-627412752.6180601
1997-05-01,-621791124.3211851
1997-06-01,-616203176.2991972
1997-07-01,-610648807.3565922
1997-08-01,-605127916.2978582
1997-09-01,-599640401.9274817
1997-10-01,-594186163.049962
1997-11-01,-588765098.4697828
1997-12-01,-583377106.9914265
1998-01-01,-578022087.4193993
1998-02-01,-572699938.5581789
1998-03-01,-567410559.2122526
1998-04-01,-562153848.18612
1998-05-01,-556929704.2842712
1998-06-01,-551738026.311183
1998-07-01,-546578713.0713606
1998-08-01,-541451663.3692875
1998-09-01,-536356776.0094509
1998-10-01,-531293949.79634476
1998-11-01,-526263083.53445196
1998-12-01,-521264076.02827215
1999-01-01,-516296826.0822859
1999-02-01,-511361232.5009966
1999-03-01,-506457194.0888758
1999-04-01,-501584609.6504221
1999-05-01,-496743377.99012995
1999-06-01,-491933397.91248083
1999-07-01,-487154568.2219734
1999-08-01,-482406787.72309303
1999-09-01,-477689955.2203264
1999-10-01,-473003969.51816225
1999-11-01,-468348729.4211035
1999-12-01,-463724133.73361874
2000-01-01,-459130081.26022005
2000-02-01,-454566470.80538225
2000-03-01,-450033201.1736021
2000-04-01,-445530171.16936636
2000-05-01,-441057279.59716606
2000-06-01,-436614425.26149225
2000-07-01,-432201506.9668274
2000-08-01,-427818423.51767254
2000-09-01,-423465073.71850824
2000-10-01,-419141356.3738289
2000-11-01,-414847170.2881279
2000-12-01,-410582414.26588154
2001-01-01,-406346987.1115961
2001-02-01,-402140787.62975264
2001-03-01,-397963714.6248436
2001-04-01,-393815666.90135336
2001-05-01,-389696543.26378155
2001-06-01,-385606242.51660347
2001-07-01,-381544663.4643283
2001-08-01,-377511704.9114289
2001-09-01,-373507265.66239977
2001-10-01,-369531244.52174044
2001-11-01,-365583540.29392767
2001-12-01,-361664051.7834563
2002-01-01,-357772677.7948141
2002-02-01,-353909317.13249683
2002-03-01,-350073868.6009879
2002-04-01,-346266231.0047827
2002-05-01,-342486303.1483674
2002-06-01,-338733983.8362293
2002-07-01,-335009171.87286615
2002-08-01,-331311766.0627651
2002-09-01,-327641665.2104087
2002-10-01,-323998768.1202917
2002-11-01,-320382973.59690666
2002-12-01,-316794180.44473696
2003-01-01,-313232287.4682808
2003-02-01,-309697193.4720206
2003-03-01,-306188797.2604518
2003-04-01,-302706997.63806105
2003-05-01,-299251693.4093418
2003-06-01,-295822783.37877464
2003-07-01,-292420166.3508563
2003-08-01,-289043741.13007736
2003-09-01,-285693406.52092266
2003-10-01,-282369061.3278899
2003-11-01,-279070604.355464
2003-12-01,-275797934.4081316
2004-01-01,-272550950.29039145
2004-02-01,-269329550.80672836
2004-03-01,-266133634.76162815
2004-04-01,-262963100.95958376
2004-05-01,-259817848.2050848
2004-06-01,-256697775.30262518
2004-07-01,-253602781.05668926
2004-08-01,-250532764.27177143
2004-09-01,-247487623.7523563
2004-10-01,-244467258.3029375
2004-11-01,-241471566.7280028
2004-12-01,-238500447.8320446
2005-01-01,-235553800.41954947
2005-02-01,-232631523.29500747
2005-03-01,-229733515.26291633
2005-04-01,-226859675.12775373
2005-05-01,-224009901.6940148
2005-06-01,-221184093.76619482
2005-07-01,-218382150.14877105
2005-08-01,-215603969.64624405
2005-09-01,-212849451.06310177
2005-10-01,-210118493.20383048
2005-11-01,-207410994.87292266
2005-12-01,-204726854.87486863
2006-01-01,-202065972.01415634
2006-02-01,-199428245.0952747
2006-03-01,-196813572.9227183
2006-04-01,-194221854.3009708
2006-05-01,-191652988.03452563
2006-06-01,-189106872.9278729
2006-07-01,-186583407.78550243
2006-08-01,-184082491.41190028
2006-09-01,-181604022.61156368
2006-10-01,-179147900.18897343
2006-11-01,-176714022.9486239
2006-12-01,-174302289.6950078
2007-01-01,-171912599.23260903
2007-02-01,-169544850.36592174
2007-03-01,-167198941.89943576
2007-04-01,-164874772.63763714
2007-05-01,-162572241.38501787
2007-06-01,-160291246.94607162
2007-07-01,-158031688.12528062
2007-08-01,-155793463.72713947
2007-09-01,-153576472.55613923
2007-10-01,-151380613.41676426
2007-11-01,-149205785.1135087
2007-12-01,-147051886.4508636
2008-01-01,-144918816.23331404
2008-02-01,-142806473.2653532
2008-03-01,-140714756.35147047
2008-04-01,-138643564.29615378
2008-05-01,-136592795.90389585
2008-06-01,-134562349.9791863
2008-07-01,-132552125.32651019
2008-08-01,-130562020.75036252
2008-09-01,-128591935.05523133
2008-10-01,-126641767.04560685
2008-11-01,-124711415.52597821
2008-12-01,-122800779.30083585
2009-01-01,-120909757.17466807
2009-02-01,-119038247.95196831
2009-03-01,-117186150.43722272
2009-04-01,-115353363.43492162
2009-05-01,-113539785.74955559
2009-06-01,-111745316.18561554
2009-07-01,-109969853.54759085
2009-08-01,-108213296.63996899
2009-09-01,-106475544.26724362
2009-10-01,-104756495.23389995
2009-11-01,-103056048.3444314
2009-12-01,-101374102.40332723
2010-01-01,-99710556.21507561
2010-02-01,-98065308.58416712
2010-03-01,-96438258.31509233
2010-04-01,-94829304.21234143
2010-05-01,-93238345.0804019
2010-06-01,-91665279.72376657
2010-07-01,-90110006.94692338
2010-08-01,-88572425.55436158
2010-09-01,-87052434.35057366
2010-10-01,-85549932.14004588
2010-11-01,-84064817.72726977
2010-12-01,-82596989.91673648
2011-01-01,-81146347.51293421
2011-02-01,-79712789.32035244
2011-03-01,-78296214.14348257
2011-04-01,-76896520.78681326
2011-05-01,-75513608.05483425
2011-06-01,-74147374.75203693
2011-07-01,-72797719.68290877
2011-08-01,-71464541.6519407
2011-09-01,-70147739.46362281
2011-10-01,-68847211.9224447
2011-11-01,-67562857.83289552
2011-12-01,-66294575.99946612
2012-01-01,-65042265.22664702
2012-02-01,-63805824.31892574
2012-03-01,-62585152.0807932
2012-04-01,-61380147.31673932
2012-05-01,-60190708.831254125
2012-06-01,-59016735.42882717
2012-07-01,-57858125.91394788
2012-08-01,-56714779.091106296
2012-09-01,-55586593.76479387
2012-10-01,-54473468.73949766
2012-11-01,-53375302.819708884
2012-12-01,-52291994.80991793
2013-01-01,-51223443.51461351
2013-02-01,-50169547.7382853
2013-03-01,-49130206.28542483
2013-04-01,-48105317.96051997
2013-05-01,-47094781.56806141
2013-06-01,-46098495.91253847
2013-07-01,-45116359.798442245
2013-08-01,-44148272.03026146
2013-09-01,-43194131.4124859
2013-10-01,-42253836.74960619
2013-11-01,-41327286.84611076
2013-12-01,-40414380.506490946
2014-01-01,-39515016.535235524
2014-02-01,-38629093.73683447
2014-03-01,-37756510.91577816
2014-04-01,-36897166.87655622
2014-05-01,-36050960.423657894
2014-06-01,-35217790.361573696
2014-07-01,-34397555.49479264
2014-08-01,-33590154.62780535
2014-09-01,-32795486.565101266
2014-10-01,-32013450.111170173
2014-11-01,-31243944.07050225
2014-12-01,-30486867.247586638
2015-01-01,-29742118.446914017
2015-02-01,-29009596.472973436
2015-03-01,-28289200.130254894
2015-04-01,-27580828.22324881
2015-05-01,-26884379.556444407
2015-06-01,-26199752.93433103
2015-07-01,-25526847.161399484
2015-08-01,-24865561.04213956
2015-09-01,-24215793.381039828
2015-10-01,-23577442.98259139
2015-11-01,-22950408.65128374
2015-12-01,-22334589.19160655
2016-01-01,-21729883.408049732
2016-02-01,-21136190.105102986
2016-03-01,-20553408.087255895
2016-04-01,-19981436.158998877
2016-05-01,-19420173.124821335
2016-06-01,-18869517.78921312
2016-07-01,-18329368.956664264
2016-08-01,-17799625.431664348
2016-09-01,-17280186.018703103
2016-10-01,-16770949.522270769
2016-11-01,-16271814.74685672
2016-12-01,-15782680.496951118
2017-01-01,-15303445.577043384
2017-02-01,-14834008.791623801
2017-03-01,-14374268.945181787
2017-04-01,-13924124.842207387
2017-05-01,-13483475.287190288
2017-06-01,-13052219.084620297
2017-07-01,-12630255.038987473
2017-08-01,-12217481.954781443
2017-09-01,-11813798.636491776
2017-10-01,-11419103.888608828
2017-11-01,-11033296.515622035
2017-12-01,-10656275.32202126
2018-01-01,-10287939.112296343
2018-02-01,-9928186.690937176
2018-03-01,-9576916.862433448
2018-04-01,-9234028.43127516
2018-05-01,-8899420.20195198
2018-06-01,-8572990.97895372
2018-07-01,-8254639.566770211
2018-08-01,-7944264.7698914185
2018-09-01,-7641765.392806962
2018-10-01,-7347040.240006663
2018-11-01,-7059988.115980417
2018-12-01,-6780507.825218029
2019-01-01,-6508498.172209278
2019-02-01,-6243857.961444095
2019-03-01,-5986485.997412093
2019-04-01,-5736281.084603265
2019-05-01,-5493142.027507342
2019-06-01,-5256967.630614214
2019-07-01,-5027656.698413566
2019-08-01,-4805108.035395339
2019-09-01,-4589220.446049228
2019-10-01,-4379892.734865181
2019-11-01,-4177023.706332937
2019-12-01,-3980512.164942365
2020-01-01,-3790256.915183179
2020-02-01,-3606156.7615452893
2020-03-01,-3428110.508518487
2020-04-01,-3256016.960592568
2020-05-01,-3089774.922257345
2020-06-01,-2929283.198002681
2020-07-01,-2774440.5923183
2020-08-01,-2625145.909694083
2020-09-01,-2481297.954619903
2020-10-01,-2342795.5315854475
2020-11-01,-2209537.4450806156
2020-12-01,-2081422.4995952062
2021-01-01,-1958349.499618996
2021-02-01,-1840217.2496418506
2021-03-01,-1726924.5541535877
2021-04-01,-1618370.217643978
2021-05-01,-1514453.0446028858
2021-06-01,-1415071.8395200912
2021-07-01,-1320125.4068854079
2021-08-01,-1229512.5511886757
2021-09-01,-1143132.076919701
2021-10-01,-1060882.7885682974
2021-11-01,-982663.4906242695
2021-12-01,-908372.9875774607
2022-01-01,-837910.0839176457
2022-02-01,-771173.5841346653
2022-03-01,-708062.2927183481
2022-04-01,-648475.0141584855
2022-05-01,-592310.552944906
2022-06-01,-539467.7135674171
2022-07-01,-489845.3005158277
2022-08-01,-443342.1182799693
2022-09-01,-399856.97134964494
2022-10-01,-359288.66421468416
2022-11-01,-321536.00136489095
2022-12-01,-286497.7872900786
2023-01-01,-254072.82648007246
2023-02-01,-224159.92342467932
2023-03-01,-196657.88261371665
2023-04-01,-171465.50853700284
2023-05-01,-148481.60568435118
2023-06-01,-127604.9785455747
2023-07-01,-108734.43161049322
2023-08-01,-91768.76936891966
2023-09-01,-76606.79631066788
2023-10-01,-63147.31692555745
2023-11-01,-51289.13570339995
2023-12-01,-40931.05713401252
2024-01-01,-31971.88570721011
2024-02-01,-24310.42591280793
2024-03-01,-17845.482240621466
2024-04-01,-12475.859180466185
2024-05-01,-8100.36122215708
2024-06-01,-4617.792855509957
2024-07-01,-1926.9585703400153
2024-08-01,73.337143537472
2024-09-01,1484.2897963071446
2024-10-01,2407.0948981535685
2024-11-01,2942.947959261429
2024-12-01,3193.0444898153587
2025-01-01,3258.58
2025-02-01,3240.7499999999995
2025-03-01,3240.7499999999995
2025-04-01,3289.7799999999997
2025-05-01,3231.8299999999995
2025-06-01,3160.5099999999998
2025-07-01,3106.4900000000002
2025-08-01,3146.26
2025-09-01,3141.84
2025-10-01,3261.15
2025-11-01,3243.47
2025-12-01,3221.38
2026-01-01,3172.77
2026-02-01,3190.45
2026-03-01,3203.7
2026-04-01,3181.6100000000006
2026-05-01,3146.26
2026-06-01,3137.42
2026-07-01,3164.2
2026-08-01,3164.2000000000003
2026-09-01,3173.09
2026-10-01,3173.09
2026-11-01,3173.0900000000006
2026-12-01,3221.9700000000003
2027-01-01,3190.86
2027-02-01,3208.6400000000003
2027-03-01,3221.9700000000003
2027-04-01,3199.75
2027-05-01,3199.75
2027-06-01,3213.080000000001
2027-07-01,3245.3600000000006
2027-08-01,3254.2500000000005
2027-09-01,3232.02
2027-10-01,3240.9200000000005
2027-11-01,3227.5800000000004
2027-12-01,3272.04
2028-01-01,3298.71
2028-02-01,3303.16
2028-03-01,3360.9500000000003
2028-04-01,3369.8400000000006
2028-05-01,3400.9600000000005
2028-06-01,3454.3100000000004
2028-07-01,3497.6300000000006
2028-08-01,3506.6100000000006
2028-09-01,3591.92
2028-10-01,3731.1099999999997
2028-11-01,3704.17
2028-12-01,3784.9900000000002
2029-01-01,3798.4600000000005
2029-02-01,3771.5200000000004
2029-03-01,3834.3700000000003
2029-04-01,3798.460000000001
2029-05-01,3798.46
2029-06-01,3847.84
2029-07-01,4057.89
2029-08-01,4126.4400000000005
2029-09-01,4231.54
2029-10-01,4295.52
2029-11-01,4409.76
2029-12-01,4528.57
2030-01-01,4569.700000000001
2030-02-01,4647.380000000001
2030-03-01,4661.090000000001
2030-04-01,4697.65
2030-05-01,4725.07
2030-06-01,4738.78
2030-07-01,4835.710000000001
2030-08-01,4933.450000000001
2030-09-01,4984.650000000001
2030-10-01,5017.23
2030-11-01,5068.420000000001
2030-12-01,5096.35
2031-01-01,5087.040000000001
2031-02-01,5096.35
2031-03-01,5194.090000000001
2031-04-01,5208.050000000001
2031-05-01,5208.050000000001
2031-06-01,5180.120000000001
2031-07-01,5221.04
2031-08-01,5221.040000000001
2031-09-01,5221.040000000001
2031-10-01,5211.550000000001
2031-11-01,5192.56
2031-12-01,5116.620000000001
2032-01-01,5130.860000000001
2032-02-01,5168.830000000001
2032-03-01,5202.050000000001
2032-04-01,5216.290000000001
2032-05-01,5287.490000000001
2032-06-01,5315.970000000001
2032-07-01,5411.930000000001
2032-08-01,5513.500000000001
2032-09-01,5648.920000000001
2032-10-01,5716.620000000001
2032-11-01,5663.42
2032-12-01,5639.240000000002
2033-01-01,5653.750000000001
2033-02-01,5750.4800000000005
2033-03-01,5784.330000000002
2033-04-01,5818.1900000000005
2033-05-01,5856.880000000001
2033-06-01,5852.04
2033-07-01,5984.18
2033-08-01,6013.710000000001
2033-09-01,6102.290000000001
2033-10-01,6230.24
2033-11-01,6328.66
2033-12-01,6427.09
2034-01-01,6520.59
2034-02-01,6535.350000000002
2034-03-01,6510.750000000002
2034-04-01,6584.570000000001
2034-05-01,6717.44
2034-06-01,6815.86
2034-07-01,6863.53
2034-08-01,6996.66
2034-09-01,7159.380000000001
2034-10-01,7203.750000000001
2034-11-01,7262.92
2034-12-01,7361.539999999999
2035-01-01,7351.670000000002
2035-02-01,7218.540000000001
2035-03-01,7154.450000000001
2035-04-01,7179.1
2035-05-01,7139.65
2035-06-01,7164.31
2035-07-01,7145.199999999999
2035-08-01,7249.11
2035-09-01,7343.13
2035-10-01,7323.340000000001
2035-11-01,7422.3
2035-12-01,7402.51
2036-01-01,7224.370000000001
2036-02-01,7234.270000000002
2036-03-01,7377.770000000001
2036-04-01,7486.630000000001
2036-05-01,7506.420000000001
2036-06-01,7496.52
2036-07-01,7771.42
2036-08-01,7920.68
2036-09-01,8030.13
2036-10-01,8099.790000000001
2036-11-01,8149.54
2036-12-01,8229.150000000001
2037-01-01,8333.630000000001
2037-02-01,8393.330000000002
2037-03-01,8622.19
2037-04-01,8701.800000000001
2037-05-01,8836.130000000001
2037-06-01,9050.07
2037-07-01,9260.21
2037-08-01,9547.39
2037-09-01,9794.260000000002
2037-10-01,9920.22
2037-11-01,9970.600000000002
2037-12-01,10293.04
2038-01-01,10247.700000000003
2038-02-01,10282.969999999998
2038-03-01,10429.07
2038-04-01,10429.07
