iter	MAE
651	6.41905132e-08
652	6.098098908e-08
653	5.793194943e-08
654	5.503537417e-08
655	5.228357393e-08
656	4.966935543e-08
657	4.718585612e-08
658	4.482654419e-08
659	4.258521852e-08
660	4.045592606e-08
661	3.843312716e-08
662	3.651144753e-08
663	3.468584362e-08
664	3.295151991e-08
665	3.130392892e-08
666	2.973877122e-08
667	2.825183006e-08
668	2.683921943e-08
669	2.549721865e-08
670	2.422235512e-08
671	2.301123891e-08
672	2.186064543e-08
673	2.076759816e-08
674	1.972920325e-08
675	1.874273223e-08
676	1.780562196e-08
677	1.691530933e-08
678	1.606956194e-08
679	1.526606471e-08
680	1.450275061e-08
681	1.377763529e-08
682	1.308873439e-08
683	1.243431161e-08
684	1.181263064e-08
685	1.122203786e-08
686	1.066096231e-08
687	1.012791573e-08
688	9.621492545e-09
689	9.140452529e-09
690	8.6833901e-09
691	8.249230402e-09
692	7.836733214e-09
693	7.444906361e-09
694	7.072674984e-09
695	6.719046907e-09
696	6.383112637e-09
697	6.063962678e-09
698	5.760770217e-09
699	5.472708441e-09
700	5.199033217e-09
701	4.939083095e-09
702	4.692113942e-09
703	4.457546991e-09
704	4.234638107e-09
705	4.022891205e-09
706	3.821727513e-09
707	3.630650944e-09
708	3.449082729e-09
709	3.276609461e-09
710	3.112817733e-09
711	2.957211458e-09
712	2.809377228e-09
713	2.668901638e-09
714	2.535453961e-09
715	2.408703472e-09
716	2.288236764e-09
717	2.173805795e-09
718	2.065079837e-09
719	1.961810848e-09
720	1.863750783e-09
721	1.770568916e-09
722	1.682017205e-09
723	1.597930286e-09
724	1.518060115e-09
725	1.442158648e-09
726	1.370060522e-09
727	1.301517694e-09
728	1.236447482e-09
729	1.174601843e-09
730	1.115898094e-09
731	1.060088192e-09
732	1.007089455e-09
733	9.567365209e-10
734	9.088640271e-10
735	8.63389292e-10
736	8.202296343e-10
737	7.792196914e-10
738	7.402767819e-10
739	7.032355431e-10
740	6.680959751e-10
741	6.346927151e-10
742	6.029430819e-10
743	5.727643941e-10
744	5.441566516e-10
745	5.169544919e-10
746	4.910752336e-10
747	4.665188767e-10
748	4.432027398e-10
749	4.210441416e-10
750	3.999604007e-10
751	3.799515173e-10
752	3.609348099e-10
753	3.429102785e-10
754	3.257952419e-10
755	3.095070186e-10
756	2.940456087e-10
757	2.793283308e-10
758	2.653551849e-10
759	2.52126171e-10
760	2.395586079e-10
761	2.275698141e-10
762	2.161597897e-10
763	2.053285346e-10
764	1.950760488e-10
765	1.853196511e-10
766	1.760593414e-10
767	1.672951198e-10
768	1.589443048e-10
769	1.510068965e-10
770	1.434828948e-10
771	1.362896186e-10
772	1.29509749e-10
773	1.230606047e-10
774	1.169421858e-10
775	1.110718109e-10
776	1.055321614e-10
777	1.002405558e-10
778	9.519699432e-11
779	9.04014768e-11
780	8.585400329e-11
781	8.155457379e-11
782	7.75031883e-11
783	7.361716548e-11
784	6.989650534e-11
785	6.642388921e-11
786	6.311663575e-11
787	5.997474496e-11
788	5.699821684e-11
789	5.41870514e-11
790	2.554449539e-09
791	2.534606018e-09
792	2.515754673e-09
793	2.49764746e-09
794	2.480532424e-09
795	2.464161519e-09
796	2.44878279e-09
797	2.434148194e-09
798	2.420257729e-09
799	2.407111397e-09
800	3.036399049e-09
801	2.884596115e-09
802	2.740317183e-09
803	2.603314208e-09
804	2.473173785e-09
805	2.349565187e-09
806	2.232075007e-09
807	2.120455203e-09
808	2.01445773e-09
809	1.913751862e-09
810	1.818089555e-09
811	1.727140085e-09
812	1.64082077e-09
813	1.558800884e-09
814	1.480832384e-09
815	1.406749906e-09
816	1.33647077e-09
817	1.26966425e-09
818	1.206164984e-09
819	1.145890289e-09
820	1.088592123e-09
821	1.034187804e-09
822	9.824292872e-10
823	9.333165733e-10
824	8.866016182e-10
825	8.422844218e-10
826	8.001996215e-10
827	7.601818546e-10
828	7.221484398e-10
829	6.860166957e-10
830	6.517039411e-10
831	6.191274945e-10
832	5.881219933e-10
833	5.587701188e-10
834	5.308238271e-10
835	5.042831181e-10
836	4.790653104e-10
837	4.550877228e-10
838	4.323503553e-10
839	4.107705265e-10
840	3.90265555e-10
841	3.707527596e-10
842	3.522321402e-10
843	3.346210155e-10
844	3.179193855e-10
845	3.019618876e-10
846	2.869138843e-10
847	2.725273318e-10
848	2.588849113e-10
849	2.459866228e-10
850	2.336671036e-10
851	2.219263538e-10
852	6.170085557e-10
853	2.00346525e-10
854	1.903420833e-10
855	1.808337296e-10
856	1.718214639e-10
857	1.632226049e-10
858	1.550371526e-10
859	1.472651069e-10
860	1.39906468e-10
861	1.328785544e-10
862	1.262640475e-10
863	1.199802659e-10
864	1.140272097e-10
865	1.083221974e-10
866	1.028652292e-10
867	9.765630503e-11
868	9.277810618e-11
869	8.814795133e-11
870	8.37658405e-11
871	7.954909233e-11
872	7.558038818e-11
873	7.17770467e-11
874	6.822174923e-11
875	6.483181443e-11
876	6.160724231e-11
877	5.854803286e-11
878	5.565418608e-11
879	5.284302064e-11
880	5.019721787e-11
881	4.771677777e-11
882	4.531901901e-11
883	4.300394159e-11
884	4.085422684e-11
885	3.878719343e-11
886	3.680284135e-11
887	3.490117061e-11
888	3.324754388e-11
889	3.167659849e-11
890	3.010565309e-11
891	2.861738903e-11
892	2.721180631e-11
893	2.588890493e-11
894	2.464868488e-11
895	2.349114617e-11
896	2.233360746e-11
897	2.125875008e-11
898	6.250617232e-11
899	1.919171667e-11
