iter	Passed	Remaining
876	224	287
877	224	286
878	224	286
879	224	286
880	225	285
881	225	285
882	225	285
883	225	284
884	225	284
885	225	284
886	226	283
887	226	283
888	226	282
889	226	282
890	226	282
891	226	281
892	226	281
893	227	281
894	227	280
895	227	280
896	227	279
897	227	279
898	227	279
899	228	278
900	228	278
901	228	278
902	228	277
903	228	277
904	228	276
905	229	276
906	229	276
907	229	275
908	229	275
909	229	274
910	229	274
911	229	274
912	230	273
913	230	273
914	230	273
915	230	272
916	230	272
917	230	272
918	230	271
919	231	271
920	231	270
921	231	270
922	231	270
923	231	269
924	231	269
925	231	269
926	232	268
927	232	268
928	232	267
929	232	267
930	232	267
931	232	266
932	233	266
933	233	266
934	233	265
935	233	265
936	233	265
937	233	264
938	233	264
939	233	263
940	234	263
941	234	263
942	234	262
943	234	262
944	234	262
945	234	261
946	234	261
947	235	260
948	235	260
949	235	260
950	235	259
951	235	259
952	235	258
953	235	258
954	235	258
955	236	257
956	236	257
957	236	257
958	236	256
959	236	256
960	236	255
961	236	255
962	237	255
963	237	254
964	237	254
965	237	254
966	237	253
967	237	253
968	237	253
969	237	252
970	238	252
971	238	251
972	238	251
973	238	251
974	238	250
975	238	250
976	238	250
977	239	249
978	239	249
979	239	249
980	239	248
981	239	248
982	239	247
983	239	247
984	240	247
985	240	246
986	240	246
987	240	246
988	240	245
989	240	245
990	240	245
991	241	244
992	241	244
993	241	244
994	241	243
995	241	243
996	241	243
997	241	242
998	241	242
999	242	242
1000	242	241
1001	242	241
1002	242	241
1003	242	240
1004	242	240
1005	242	240
1006	243	239
1007	243	239
1008	243	239
1009	243	238
1010	243	238
1011	243	238
1012	243	237
1013	244	237
1014	244	237
1015	244	236
1016	244	236
1017	244	236
1018	244	235
1019	244	235
1020	245	235
1021	245	234
1022	245	234
1023	245	233
1024	245	233
1025	245	233
1026	246	233
1027	246	232
1028	246	232
1029	246	232
1030	246	231
1031	246	231
1032	246	231
1033	247	230
1034	247	230
1035	247	230
1036	247	229
1037	247	229
1038	247	229
1039	247	228
1040	247	228
1041	248	228
1042	248	227
1043	248	227
1044	248	227
1045	248	226
1046	248	226
1047	248	226
1048	249	225
1049	249	225
1050	249	225
1051	249	224
1052	249	224
1053	249	224
1054	249	223
1055	249	223
1056	250	223
1057	250	222
1058	250	222
1059	250	222
1060	250	221
1061	250	221
1062	250	221
1063	250	220
1064	251	220
1065	251	220
1066	251	219
1067	251	219
1068	251	219
1069	251	218
1070	251	218
1071	251	218
1072	252	217
1073	252	217
1074	252	217
1075	252	216
1076	252	216
1077	252	216
1078	252	215
1079	253	215
1080	253	215
1081	253	214
1082	253	214
1083	253	214
1084	253	213
1085	253	213
1086	253	213
1087	254	213
1088	254	212
1089	254	212
1090	254	212
1091	254	211
1092	254	211
1093	254	211
1094	255	210
1095	255	210
1096	255	210
1097	255	209
1098	255	209
1099	255	209
1100	255	208
1101	255	208
1102	256	208
1103	256	207
1104	256	207
1105	256	207
1106	256	207
1107	256	206
1108	256	206
1109	257	206
1110	257	205
1111	257	205
1112	257	205
1113	257	204
1114	257	204
1115	257	204
1116	257	203
1117	258	203
1118	258	203
1119	258	202
1120	258	202
1121	258	202
1122	258	202
1123	258	201
1124	259	201
1125	259	201
1126	259	200
1127	259	200
1128	259	200
1129	259	199
1130	259	199
1131	259	199
1132	260	199
1133	260	198
1134	260	198
1135	260	198
1136	260	197
1137	260	197
1138	260	197
1139	261	196
1140	261	196
1141	261	196
1142	261	196
1143	261	195
1144	261	195
1145	261	195
1146	261	194
1147	262	194
1148	262	194
1149	262	193
1150	262	193
1151	262	193
1152	262	193
1153	262	192
1154	263	192
1155	263	192
1156	263	191
1157	263	191
1158	263	191
1159	263	191
1160	263	190
1161	264	190
1162	264	190
1163	264	189
1164	264	189
1165	264	189
1166	264	189
1167	264	188
1168	265	188
1169	265	188
1170	265	187
1171	265	187
1172	265	187
1173	265	186
1174	265	186
1175	265	186
1176	266	186
1177	266	185
1178	266	185
1179	266	185
1180	266	184
1181	266	184
1182	267	184
1183	267	184
1184	267	183
1185	267	183
1186	267	183
1187	267	182
1188	267	182
1189	267	182
1190	268	182
1191	268	181
1192	268	181
1193	268	181
1194	268	180
1195	268	180
1196	268	180
1197	268	180
1198	269	179
1199	269	179
1200	269	179
1201	269	178
1202	269	178
1203	269	178
1204	269	178
1205	270	177
1206	270	177
1207	270	177
1208	270	176
1209	270	176
1210	270	176
1211	270	176
1212	270	175
1213	271	175
1214	271	175
1215	271	174
1216	271	174
1217	271	174
1218	271	174
1219	271	173
1220	272	173
1221	272	173
1222	272	173
1223	272	172
1224	272	172
1225	272	172
1226	272	171
1227	272	171
1228	273	171
1229	273	171
1230	273	170
1231	273	170
1232	273	170
1233	273	169
1234	273	169
1235	274	169
1236	274	169
1237	274	168
1238	274	168
1239	274	168
1240	274	167
1241	274	167
1242	274	167
1243	275	167
1244	275	166
1245	275	166
1246	275	166
1247	275	166
1248	275	165
1249	275	165
1250	276	165
1251	276	164
1252	276	164
1253	276	164
1254	276	164
1255	276	163
1256	276	163
1257	276	163
1258	277	163
1259	277	162
1260	277	162
1261	277	162
1262	277	161
1263	277	161
1264	278	161
1265	278	161
1266	278	161
1267	278	160
1268	278	160
1269	278	160
1270	278	159
1271	278	159
1272	279	159
1273	279	159
1274	279	158
1275	279	158
1276	279	158
1277	279	158
1278	279	157
1279	279	157
1280	280	157
1281	280	156
1282	280	156
1283	280	156
1284	280	156
1285	280	155
1286	280	155
1287	281	155
1288	281	155
1289	281	154
1290	281	154
1291	281	154
1292	281	154
1293	281	153
1294	282	153
1295	282	153
1296	282	153
1297	282	152
1298	282	152
1299	282	152
1300	282	151
1301	283	151
1302	283	151
1303	283	151
1304	283	150
1305	283	150
1306	283	150
1307	283	150
1308	284	149
1309	284	149
1310	284	149
1311	284	149
1312	284	148
1313	284	148
1314	285	148
1315	285	148
1316	285	148
1317	285	147
1318	285	147
1319	285	147
1320	285	146
1321	286	146
1322	286	146
1323	286	146
1324	286	145
1325	286	145
1326	286	145
1327	286	145
1328	287	144
1329	287	144
1330	287	144
1331	287	144
1332	287	143
1333	287	143
1334	287	143
1335	288	143
1336	288	142
1337	288	142
1338	288	142
1339	288	142
1340	288	141
1341	288	141
1342	288	141
1343	289	141
1344	289	140
1345	289	140
1346	289	140
1347	289	140
1348	289	139
1349	289	139
1350	289	139
1351	290	139
1352	290	138
1353	290	138
1354	290	138
1355	290	138
1356	290	137
1357	290	137
1358	291	137
1359	291	137
1360	291	136
1361	291	136
1362	291	136
1363	291	136
1364	291	135
1365	291	135
1366	292	135
1367	292	134
1368	292	134
1369	292	134
1370	292	134
1371	292	133
1372	292	133
1373	292	133
1374	293	133
1375	293	132
1376	293	132
1377	293	132
1378	293	132
1379	293	131
1380	293	131
1381	293	131
1382	294	131
1383	294	130
1384	294	130
1385	294	130
1386	294	130
1387	294	129
1388	294	129
1389	294	129
1390	295	129
1391	295	128
1392	295	128
1393	295	128
1394	295	128
1395	295	127
1396	295	127
1397	296	127
1398	296	127
1399	296	126
1400	296	126
1401	296	126
1402	296	126
1403	296	126
1404	296	125
1405	297	125
1406	297	125
1407	297	125
1408	297	124
1409	297	124
1410	297	124
1411	297	124
1412	297	123
1413	298	123
1414	298	123
1415	298	123
1416	298	122
1417	298	122
1418	298	122
1419	298	122
1420	298	121
1421	299	121
1422	299	121
1423	299	121
1424	299	120
1425	299	120
1426	299	120
1427	299	120
1428	300	119
1429	300	119
1430	300	119
1431	300	119
1432	300	118
1433	300	118
1434	300	118
1435	301	118
1436	301	117
1437	301	117
1438	301	117
1439	301	117
1440	301	117
1441	301	116
1442	301	116
1443	301	116
1444	302	116
1445	302	115
1446	302	115
1447	302	115
1448	302	115
1449	302	114
1450	302	114
1451	303	114
1452	303	114
1453	303	113
1454	303	113
1455	303	113
1456	303	113
1457	304	113
1458	304	112
1459	304	112
1460	304	112
1461	304	112
1462	304	111
1463	304	111
1464	305	111
1465	305	111
1466	305	110
1467	305	110
1468	305	110
1469	305	110
1470	305	109
1471	306	109
1472	306	109
1473	306	109
1474	306	109
1475	306	108
1476	306	108
1477	306	108
1478	306	108
1479	307	107
1480	307	107
1481	307	107
1482	307	107
1483	307	106
1484	307	106
1485	307	106
1486	308	106
1487	308	106
1488	308	105
1489	309	105
1490	309	105
1491	309	105
1492	309	105
1493	309	104
1494	309	104
1495	309	104
1496	310	104
1497	310	103
1498	310	103
1499	310	103
1500	310	103
1501	310	103
1502	310	102
1503	310	102
1504	311	102
1505	311	102
1506	311	101
1507	311	101
1508	311	101
1509	311	101
1510	311	100
1511	311	100
1512	312	100
1513	312	100
1514	312	99
1515	312	99
1516	312	99
1517	312	99
1518	312	99
1519	312	98
1520	313	98
1521	313	98
1522	313	98
1523	313	97
1524	313	97
1525	313	97
1526	313	97
1527	313	96
1528	314	96
1529	314	96
1530	314	96
1531	314	96
1532	314	95
1533	314	95
1534	314	95
1535	314	95
1536	315	94
1537	315	94
1538	315	94
1539	315	94
1540	315	93
1541	315	93
1542	315	93
1543	315	93
1544	316	93
1545	316	92
1546	316	92
1547	316	92
1548	316	92
1549	316	91
1550	316	91
1551	316	91
1552	317	91
1553	317	91
1554	317	90
1555	317	90
1556	317	90
1557	317	90
1558	317	89
1559	317	89
1560	318	89
1561	318	89
1562	318	89
1563	318	88
1564	318	88
1565	318	88
1566	318	88
1567	319	87
1568	319	87
1569	319	87
1570	319	87
1571	319	87
1572	319	86
1573	319	86
1574	320	86
1575	320	86
1576	320	85
1577	320	85
1578	320	85
1579	320	85
1580	320	85
1581	320	84
1582	321	84
1583	321	84
1584	321	84
1585	321	83
1586	321	83
1587	321	83
1588	321	83
1589	321	83
1590	322	82
1591	322	82
1592	322	82
1593	322	82
1594	322	81
1595	322	81
1596	322	81
1597	322	81
1598	323	81
1599	323	80
1600	323	80
1601	323	80
1602	323	80
1603	323	79
1604	323	79
1605	323	79
1606	324	79
1607	324	79
1608	324	78
1609	324	78
1610	324	78
1611	324	78
1612	324	77
1613	325	77
1614	325	77
1615	325	77
1616	325	77
1617	325	76
1618	325	76
1619	325	76
1620	325	76
1621	325	75
1622	326	75
1623	326	75
1624	326	75
1625	326	75
1626	326	74
1627	326	74
1628	326	74
1629	326	74
1630	327	73
1631	327	73
1632	327	73
1633	327	73
1634	327	73
1635	327	72
1636	327	72
1637	327	72
1638	327	72
1639	328	72
1640	328	71
1641	328	71
1642	328	71
1643	328	71
1644	328	70
1645	328	70
1646	328	70
1647	329	70
1648	329	70
1649	329	69
1650	329	69
1651	329	69
1652	329	69
1653	329	68
1654	329	68
1655	330	68
1656	330	68
1657	330	68
1658	330	67
1659	330	67
1660	330	67
1661	330	67
1662	330	67
1663	331	66
1664	331	66
1665	331	66
1666	331	66
1667	331	65
1668	331	65
1669	331	65
1670	331	65
1671	332	65
1672	332	64
1673	332	64
1674	332	64
1675	332	64
1676	332	64
1677	332	63
1678	332	63
1679	332	63
1680	333	63
1681	333	62
1682	333	62
1683	333	62
1684	333	62
1685	333	62
1686	333	61
1687	333	61
1688	334	61
1689	334	61
1690	334	61
1691	334	60
1692	334	60
1693	334	60
1694	334	60
1695	335	60
1696	335	59
1697	335	59
1698	335	59
1699	335	59
1700	335	59
1701	335	58
1702	335	58
1703	336	58
1704	336	58
1705	336	57
1706	336	57
1707	336	57
1708	336	57
1709	336	57
1710	336	56
1711	337	56
1712	337	56
1713	337	56
1714	337	56
1715	337	55
1716	337	55
1717	337	55
1718	338	55
1719	338	55
1720	338	54
1721	338	54
1722	338	54
1723	338	54
1724	338	54
1725	339	53
1726	339	53
1727	339	53
1728	339	53
1729	339	53
1730	339	52
1731	339	52
1732	340	52
1733	340	52
1734	340	51
1735	340	51
1736	340	51
1737	340	51
1738	340	51
1739	340	50
1740	340	50
1741	341	50
1742	341	50
1743	341	50
1744	341	49
1745	341	49
1746	341	49
1747	341	49
1748	342	49
1749	342	48
1750	342	48
1751	342	48
1752	342	48
1753	342	48
1754	342	47
1755	342	47
1756	343	47
1757	343	47
1758	343	47
1759	343	46
1760	343	46
1761	343	46
1762	343	46
1763	344	46
1764	344	45
1765	344	45
1766	344	45
1767	344	45
1768	344	45
1769	344	44
1770	344	44
1771	345	44
1772	345	44
1773	345	43
1774	345	43
1775	345	43
1776	345	43
1777	345	43
1778	345	42
1779	346	42
1780	346	42
1781	346	42
1782	346	42
1783	346	41
1784	346	41
1785	346	41
1786	347	41
1787	347	41
1788	347	40
1789	347	40
1790	347	40
1791	347	40
1792	348	40
1793	348	39
1794	348	39
1795	348	39
1796	348	39
1797	348	39
1798	349	38
1799	349	38
1800	349	38
1801	349	38
1802	349	38
1803	349	38
1804	350	37
1805	350	37
1806	350	37
1807	350	37
1808	350	37
1809	350	36
1810	350	36
1811	350	36
1812	350	36
1813	351	36
1814	351	35
1815	351	35
1816	351	35
1817	351	35
1818	351	35
1819	351	34
1820	352	34
1821	352	34
1822	352	34
1823	352	34
1824	352	33
1825	352	33
1826	352	33
1827	353	33
1828	353	33
1829	353	32
1830	353	32
1831	353	32
1832	353	32
1833	353	32
1834	354	31
1835	354	31
1836	354	31
1837	354	31
1838	354	31
1839	354	30
1840	354	30
1841	354	30
1842	355	30
1843	355	30
1844	355	29
1845	355	29
1846	355	29
1847	355	29
1848	355	29
1849	356	28
1850	356	28
1851	356	28
1852	356	28
1853	356	28
1854	356	27
1855	356	27
1856	357	27
1857	357	27
1858	357	27
1859	357	26
1860	357	26
1861	357	26
1862	357	26
1863	358	26
1864	358	25
1865	358	25
1866	358	25
1867	358	25
1868	358	25
1869	358	24
1870	358	24
1871	359	24
1872	359	24
1873	359	24
1874	359	23
1875	359	23
1876	359	23
1877	359	23
1878	360	23
1879	360	22
1880	360	22
1881	360	22
1882	360	22
1883	360	22
1884	360	22
1885	361	21
1886	361	21
1887	361	21
1888	361	21
1889	361	21
1890	361	20
1891	361	20
1892	361	20
1893	362	20
1894	362	20
1895	362	19
1896	362	19
1897	362	19
1898	362	19
1899	363	19
1900	363	18
1901	363	18
1902	363	18
1903	363	18
1904	363	18
1905	363	17
1906	363	17
1907	364	17
1908	364	17
1909	364	17
1910	364	16
1911	364	16
1912	364	16
1913	364	16
1914	364	16
1915	365	16
1916	365	15
1917	365	15
1918	365	15
1919	365	15
1920	365	15
1921	365	14
1922	366	14
1923	366	14
1924	366	14
1925	366	14
1926	366	13
1927	366	13
1928	366	13
1929	366	13
1930	367	13
1931	367	12
1932	367	12
1933	367	12
1934	367	12
1935	367	12
1936	367	11
1937	368	11
1938	368	11
1939	368	11
1940	368	11
1941	368	11
1942	368	10
1943	368	10
1944	369	10
1945	369	10
1946	369	10
1947	369	9
1948	369	9
1949	369	9
1950	369	9
1951	369	9
1952	370	8
1953	370	8
1954	370	8
1955	370	8
1956	370	8
1957	370	7
1958	370	7
1959	371	7
1960	371	7
1961	371	7
1962	371	7
1963	371	6
1964	371	6
1965	371	6
1966	371	6
1967	372	6
1968	372	5
1969	372	5
1970	372	5
1971	372	5
1972	372	5
1973	372	4
1974	373	4
1975	373	4
1976	373	4
1977	373	4
1978	373	3
1979	373	3
1980	373	3
1981	374	3
1982	374	3
1983	374	3
1984	374	2
1985	374	2
1986	374	2
1987	374	2
1988	375	2
1989	375	1
1990	375	1
1991	375	1
1992	375	1
1993	375	1
1994	376	0
1995	376	0
1996	376	0
1997	376	0
1998	376	0
1999	376	0
