iter	MAE
506	0.08499197969
507	0.08476052312
508	0.08052248945
509	0.07649635895
510	0.07267153261
511	0.0690379488
512	0.06558604442
513	0.06230673483
514	0.05919139093
515	0.05623181417
516	0.05342021781
517	0.0507491983
518	0.04821173132
519	0.04580113754
520	0.0435110735
521	0.04133551446
522	0.03926872983
523	0.03730528632
524	0.0354400149
525	0.03366800699
526	0.03198459957
527	0.03038536507
528	0.02886608718
529	0.02742277566
530	0.02605162998
531	0.02474904124
532	0.02351158209
533	0.02233599587
534	0.02121919035
535	0.02015822241
536	0.01915030414
537	0.01819278177
538	0.0172831364
539	0.01641897162
540	0.01559801587
541	0.01481810793
542	0.01407719536
543	0.01337332842
544	0.01270465481
545	0.01206941492
546	0.01146593699
547	0.01089263299
548	0.01034799418
549	0.00983058913
550	0.009339583165
551	0.008872596848
552	0.008428959859
553	0.008007505027
554	0.007997188429
555	0.007617564716
556	0.007256925705
557	0.006894072256
558	0.006866416147
559	0.006541359522
560	0.00621428439
561	0.005920920061
562	0.005879328948
563	0.005601843477
564	0.005321744162
565	0.005055650163
566	0.00482300388
567	0.004581846531
568	0.004352747046
569	0.004148529579
570	0.003941095942
571	0.003744033994
572	0.003568941649
573	0.003390487417
574	0.003375075434
575	0.00336043405
576	0.003202792247
577	0.003042645479
578	0.00289050626
579	0.002758187806
580	0.002629644181
581	0.00249815482
582	0.002382143481
583	0.00226302916
584	0.002149870561
585	0.002042369886
586	0.001940244251
587	0.001843224893
588	0.001751056504
589	0.001670037682
590	0.001655127369
591	0.001578576878
592	0.001564497946
593	0.001486265909
594	0.00141194547
595	0.00134666558
596	0.001284654045
597	0.0012204142
598	0.001159386605
599	0.001101410133
600	0.001046332484
601	0.0009940087164
602	0.0009443011371
603	0.0008970789377
604	0.0008522178481
605	0.0008131342115
606	0.0007724703581
607	0.0007338396975
608	0.0006971405685
609	0.0006622763973
610	0.0006291554345
611	0.0005976905198
612	0.0005677988497
613	0.0005394017634
614	0.0005124245306
615	0.0004867967571
616	0.0004645631599
617	0.0004413278585
618	0.0004192543222
619	0.0003982849528
620	0.0003805317658
621	0.0003614980335
622	0.0003434159882
623	0.0003262380446
624	0.0003099189992
625	0.0002944159058
626	0.0002796879675
627	0.0002656964264
628	0.0002524044624
629	0.000239777096
630	0.0002277810981
631	0.0002163849001
632	0.0002055585119
633	0.0001952734436
634	0.0001855026282
635	0.0001762203538
636	0.0001674074443
637	0.0001590370721
638	0.0001510852182
639	0.0001435317497
640	0.0001363544095
641	0.0001295366889
642	0.0001230598542
643	0.0001169095348
644	0.0001110615185
645	0.0001055084424
646	0.0001002330202
647	9.522136915e-05
648	9.046030051e-05
649	8.593728526e-05
650	8.164042111e-05
651	7.755893831e-05
652	7.36804801e-05
653	6.999645616e-05
654	6.649663327e-05
655	6.317180147e-05
656	6.001321135e-05
657	5.701255072e-05
658	5.416192311e-05
659	5.145382702e-05
660	4.888113559e-05
661	4.643718294e-05
662	4.411532379e-05
663	4.190997473e-05
664	4.145451315e-05
665	3.938178745e-05
666	3.741390117e-05
667	3.702116141e-05
668	3.517010332e-05
669	3.341159819e-05
670	3.174101831e-05
671	3.015396741e-05
672	2.864626908e-05
673	2.721395559e-05
674	2.585325781e-05
675	2.45629522e-05
676	2.430902094e-05
677	2.309356987e-05
678	2.193889141e-05
679	2.084194681e-05
680	1.979984953e-05
681	1.880985702e-05
682	1.786936416e-05
683	1.69758959e-05
684	1.612710107e-05
685	1.532074599e-05
686	1.455470866e-05
687	1.382697322e-05
688	1.313562453e-05
689	1.247884331e-05
690	1.185490112e-05
691	1.126215604e-05
692	1.069904822e-05
693	1.016409577e-05
694	9.655890943e-06
695	9.173096412e-06
696	8.71793269e-06
697	8.619600636e-06
698	8.188620609e-06
699	7.779189582e-06
700	7.390230089e-06
701	7.020718569e-06
702	6.669682645e-06
703	6.336198497e-06
704	6.019388553e-06
705	5.718419124e-06
706	5.432498168e-06
707	5.160873265e-06
708	4.902829592e-06
709	4.657688126e-06
710	4.424803714e-06
711	4.203563525e-06
712	3.993385346e-06
713	3.793716078e-06
714	3.604030283e-06
715	3.423828759e-06
716	3.252637322e-06
717	3.090005452e-06
718	2.935694667e-06
719	2.788909939e-06
720	2.649464441e-06
721	2.516991213e-06
722	2.391141652e-06
723	2.271584572e-06
724	2.158005336e-06
725	2.050105064e-06
726	1.947599808e-06
727	1.850219809e-06
728	1.757708818e-06
729	1.669823378e-06
730	1.586332208e-06
731	1.507015592e-06
732	1.431664814e-06
733	1.360081574e-06
734	1.292077494e-06
735	1.227473616e-06
736	1.166099942e-06
737	1.107794943e-06
738	1.052405199e-06
739	9.997849325e-07
740	9.497956891e-07
741	9.023059025e-07
742	8.571906036e-07
743	8.143310738e-07
744	7.736145287e-07
745	7.349338033e-07
746	6.981871225e-07
747	6.63277766e-07
748	6.301138802e-07
749	5.986081848e-07
750	5.686777739e-07
751	5.402438899e-07
752	5.132316973e-07
753	4.875701094e-07
754	4.631916033e-07
755	4.400320231e-07
756	4.180304216e-07
757	3.971288965e-07
758	3.772724519e-07
759	3.584088212e-07
760	3.404883751e-07
761	3.234639559e-07
762	3.072907629e-07
763	2.919262212e-07
764	2.773299153e-07
765	2.634634181e-07
766	2.502902491e-07
767	2.377757319e-07
768	2.258869451e-07
769	2.145926013e-07
770	2.038629655e-07
771	1.936698168e-07
772	1.839863272e-07
773	1.747870106e-07
774	1.660476598e-07
775	1.577452724e-07
776	1.498580035e-07
777	1.423651009e-07
778	1.352468462e-07
779	1.284845064e-07
780	1.220602825e-07
781	1.159572645e-07
782	1.101594032e-07
783	1.046514384e-07
784	9.941886969e-08
785	9.444792388e-08
786	8.972552592e-08
787	8.523925044e-08
788	8.097728518e-08
789	7.692841981e-08
790	7.308199314e-08
791	7.063472645e-08
792	6.069044794e-08
793	5.784846155e-08
794	5.4956039e-08
795	5.220823828e-08
796	4.959782912e-08
797	4.711793651e-08
798	4.476204376e-08
799	4.252394783e-08
800	4.039774411e-08
801	3.837785788e-08
802	3.645896211e-08
803	3.463601397e-08
804	3.520907546e-08
805	3.344862158e-08
806	3.177619075e-08
807	3.018738573e-08
808	2.867801532e-08
809	2.724411877e-08
810	2.588190988e-08
811	2.458781362e-08
812	2.335842243e-08
813	2.219050232e-08
814	2.108097867e-08
815	2.002693319e-08
816	1.902558764e-08
817	1.807430186e-08
818	1.71705859e-08
819	1.631205437e-08
820	1.54964518e-08
821	1.472163134e-08
822	1.398554865e-08
823	1.328627411e-08
824	1.262196334e-08
825	1.199086233e-08
826	1.139132058e-08
827	1.082176171e-08
828	1.028067732e-08
829	9.7666433e-09
830	9.278312654e-09
831	8.814401332e-09
832	8.37367908e-09
833	7.954995833e-09
834	7.55724619e-09
835	7.179386669e-09
836	6.820417434e-09
837	6.479391433e-09
838	6.155419472e-09
839	5.847644841e-09
840	5.555258535e-09
841	5.277491139e-09
842	5.013613838e-09
843	4.762927255e-09
844	4.524787842e-09
845	4.58659473e-09
846	6.755804264e-11
847	6.417991946e-11
848	5.592120838e-09
849	5.792714338e-11
850	3.80980762e-09
851	5.697248861e-09
852	4.966048618e-11
853	7.012536189e-09
854	4.482067509e-11
855	5.745321344e-10
856	4.045185233e-11
857	2.329332957e-09
858	2.76299564e-09
859	3.467818507e-11
860	3.294852104e-11
861	4.780721636e-09
862	2.973280763e-11
863	3.947112899e-09
864	2.209754885e-09
865	2.549391268e-11
866	1.706767593e-09
867	2.683833059e-09
868	2.185593387e-11
869	1.385602456e-09
870	1.972836591e-11
871	1.874578681e-11
872	3.93101588e-09
873	1.691867692e-11
874	2.598576051e-09
875	1.527021777e-11
876	1.450689186e-11
877	1.907008686e-09
878	1.309392688e-11
879	1.243616732e-11
880	2.581559387e-09
881	3.386720024e-09
882	1.066590085e-11
883	1.012994861e-11
884	6.132952858e-10
885	9.147369513e-12
886	1.363815006e-09
887	8.262236276e-12
888	6.638676575e-10
889	7.458307924e-12
890	6.244365959e-10
891	6.727463967e-12
892	1.269739328e-09
893	6.077824894e-12
894	5.777366823e-12
895	5.493149729e-12
896	5.217053123e-12
897	3.532279598e-09
898	4.713582842e-12
899	7.453872105e-10
900	4.258835491e-12
901	4.047702792e-12
902	3.546171275e-10
903	3.441822999e-10
904	3.471148115e-12
905	3.300617859e-12
906	3.13820809e-12
907	2.983918811e-12
908	2.837750019e-12
909	2.83546613e-10
910	2.561653413e-12
911	2.431725599e-12
912	2.309918273e-12
913	2.196231435e-12
914	2.090665086e-12
915	1.985098736e-12
916	2.248566579e-09
917	1.790207015e-12
918	1.700881642e-12
919	1.619676758e-12
920	6.207316231e-10
921	1.465387478e-12
922	1.392303082e-12
923	1.327339175e-12
924	5.852997217e-10
925	1.197411361e-12
926	1.140567942e-12
927	1.083724523e-12
928	1.026881104e-12
929	9.781581736e-13
930	9.294352432e-13
931	3.412020807e-10
932	8.401098707e-13
933	7.995074286e-13
934	7.589049866e-13
935	7.183025446e-13
936	6.858205909e-13
937	6.533386373e-13
938	6.208566837e-13
939	6.146877692e-10
940	5.558927764e-13
941	5.315313112e-13
942	5.071698459e-13
943	4.828083807e-13
944	4.584469155e-13
945	4.340854503e-13
946	4.09723985e-13
947	3.934830082e-13
948	3.772420314e-13
949	3.610010546e-13
950	3.447600778e-13
951	3.285191009e-13
952	3.122781241e-13
953	2.960371473e-13
954	2.797961705e-13
955	4.728912323e-11
956	2.473142169e-13
957	2.391937284e-13
958	2.3107324e-13
959	2.229527516e-13
960	8.540263557e-11
961	2.067117748e-13
962	1.985912864e-13
963	1.90470798e-13
964	1.823503096e-13
965	1.742298212e-13
966	6.893834533e-11
967	1.579888444e-13
968	1.49868356e-13
969	1.417478675e-13
970	1.336273791e-13
971	1.255068907e-13
972	1.173864023e-13
973	1.092659139e-13
974	1.011454255e-13
975	9.302493709e-14
976	9.302493709e-14
977	9.302493709e-14
978	9.302493709e-14
979	9.302493709e-14
980	9.302493709e-14
981	9.302493709e-14
982	7.334980065e-11
983	9.302493709e-14
984	9.302493709e-14
985	9.302493709e-14
986	2.12070074e-10
987	9.302493709e-14
988	9.302493709e-14
989	9.302493709e-14
990	9.302493709e-14
991	9.302493709e-14
992	1.348149986e-11
993	9.302493709e-14
994	9.302493709e-14
995	9.302493709e-14
996	9.302493709e-14
997	9.302493709e-14
998	9.302493709e-14
999	9.302493709e-14
1000	9.302493709e-14
1001	9.302493709e-14
1002	9.302493709e-14
1003	2.028451992e-10
1004	9.302493709e-14
1005	9.302493709e-14
1006	9.302493709e-14
1007	9.302493709e-14
1008	9.302493709e-14
1009	9.302493709e-14
1010	9.302493709e-14
1011	9.302493709e-14
1012	9.302493709e-14
1013	9.302493709e-14
1014	9.302493709e-14
1015	9.302493709e-14
1016	9.302493709e-14
1017	9.302493709e-14
1018	9.302493709e-14
1019	9.302493709e-14
1020	9.302493709e-14
1021	9.302493709e-14
1022	9.302493709e-14
1023	9.302493709e-14
1024	2.719091442e-11
1025	9.302493709e-14
1026	9.302493709e-14
1027	9.302493709e-14
1028	9.302493709e-14
1029	9.302493709e-14
1030	9.302493709e-14
1031	9.302493709e-14
1032	9.302493709e-14
1033	9.302493709e-14
1034	9.302493709e-14
1035	9.302493709e-14
1036	9.302493709e-14
1037	9.302493709e-14
1038	9.302493709e-14
1039	9.302493709e-14
1040	9.302493709e-14
1041	9.302493709e-14
1042	9.302493709e-14
1043	9.302493709e-14
1044	9.302493709e-14
1045	9.302493709e-14
1046	1.869688354e-11
1047	9.302493709e-14
1048	9.302493709e-14
1049	9.302493709e-14
1050	9.302493709e-14
1051	9.302493709e-14
1052	9.302493709e-14
1053	9.302493709e-14
1054	9.302493709e-14
1055	9.302493709e-14
1056	9.302493709e-14
1057	9.302493709e-14
1058	9.302493709e-14
1059	9.302493709e-14
1060	9.302493709e-14
1061	9.302493709e-14
1062	9.302493709e-14
1063	9.302493709e-14
1064	9.302493709e-14
1065	9.302493709e-14
1066	9.302493709e-14
1067	9.302493709e-14
1068	9.302493709e-14
1069	5.744785423e-11
1070	9.302493709e-14
1071	9.302493709e-14
1072	9.302493709e-14
1073	9.302493709e-14
1074	9.302493709e-14
1075	9.302493709e-14
1076	9.302493709e-14
1077	9.302493709e-14
1078	9.302493709e-14
1079	9.302493709e-14
1080	9.302493709e-14
1081	9.302493709e-14
1082	9.302493709e-14
1083	9.302493709e-14
1084	9.302493709e-14
1085	9.302493709e-14
1086	9.302493709e-14
1087	9.302493709e-14
1088	9.302493709e-14
1089	9.302493709e-14
1090	9.302493709e-14
1091	9.302493709e-14
1092	9.302493709e-14
1093	1.015339858e-10
1094	9.302493709e-14
1095	9.302493709e-14
1096	9.302493709e-14
1097	9.302493709e-14
1098	9.302493709e-14
1099	9.302493709e-14
1100	9.302493709e-14
1101	9.302493709e-14
1102	9.302493709e-14
1103	9.302493709e-14
1104	9.302493709e-14
1105	9.302493709e-14
1106	9.302493709e-14
1107	9.302493709e-14
1108	9.302493709e-14
1109	9.302493709e-14
1110	9.302493709e-14
1111	9.302493709e-14
1112	9.302493709e-14
1113	9.302493709e-14
1114	9.302493709e-14
1115	9.302493709e-14
1116	9.302493709e-14
1117	9.302493709e-14
1118	1.647964704e-10
1119	9.302493709e-14
1120	9.302493709e-14
1121	9.302493709e-14
1122	2.112539649e-10
1123	9.302493709e-14
1124	9.302493709e-14
1125	9.302493709e-14
1126	9.302493709e-14
1127	4.811944317e-11
1128	9.302493709e-14
1129	9.302493709e-14
1130	9.302493709e-14
1131	9.302493709e-14
1132	9.302493709e-14
1133	9.302493709e-14
1134	9.302493709e-14
1135	9.302493709e-14
1136	9.302493709e-14
1137	9.302493709e-14
1138	9.302493709e-14
1139	9.302493709e-14
1140	9.302493709e-14
1141	9.302493709e-14
1142	9.302493709e-14
1143	9.302493709e-14
1144	9.302493709e-14
1145	9.302493709e-14
1146	9.302493709e-14
1147	1.001372618e-10
1148	9.302493709e-14
1149	9.302493709e-14
1150	9.302493709e-14
1151	9.302493709e-14
1152	9.302493709e-14
1153	9.302493709e-14
1154	9.302493709e-14
1155	9.302493709e-14
1156	9.302493709e-14
1157	9.302493709e-14
1158	9.302493709e-14
1159	9.302493709e-14
1160	9.302493709e-14
1161	9.302493709e-14
1162	9.302493709e-14
1163	9.302493709e-14
1164	9.302493709e-14
1165	9.302493709e-14
1166	9.302493709e-14
1167	9.302493709e-14
1168	9.302493709e-14
1169	9.302493709e-14
1170	9.302493709e-14
1171	9.302493709e-14
1172	9.302493709e-14
1173	9.302493709e-14
1174	9.302493709e-14
1175	4.833463611e-11
1176	1.106370533e-10
1177	9.302493709e-14
1178	9.302493709e-14
1179	9.302493709e-14
1180	9.302493709e-14
1181	9.302493709e-14
1182	9.302493709e-14
1183	9.302493709e-14
1184	9.302493709e-14
1185	9.302493709e-14
1186	9.302493709e-14
1187	9.302493709e-14
1188	9.302493709e-14
1189	9.302493709e-14
1190	9.302493709e-14
1191	9.302493709e-14
1192	9.302493709e-14
1193	9.302493709e-14
1194	9.302493709e-14
1195	9.302493709e-14
1196	9.302493709e-14
1197	9.302493709e-14
1198	9.302493709e-14
1199	9.302493709e-14
1200	9.302493709e-14
1201	9.302493709e-14
1202	3.414124356e-12
1203	9.302493709e-14
1204	9.302493709e-14
1205	9.302493709e-14
1206	9.302493709e-14
1207	9.302493709e-14
1208	9.302493709e-14
1209	9.302493709e-14
1210	9.302493709e-14
1211	9.302493709e-14
1212	9.302493709e-14
1213	9.302493709e-14
1214	9.302493709e-14
1215	9.302493709e-14
1216	9.302493709e-14
1217	9.302493709e-14
1218	9.302493709e-14
1219	9.302493709e-14
1220	9.302493709e-14
1221	9.302493709e-14
1222	9.302493709e-14
1223	9.302493709e-14
1224	9.302493709e-14
1225	9.302493709e-14
1226	9.302493709e-14
1227	9.302493709e-14
1228	9.302493709e-14
1229	9.302493709e-14
1230	9.302493709e-14
1231	1.037671201e-10
1232	9.302493709e-14
1233	9.302493709e-14
1234	9.302493709e-14
1235	9.302493709e-14
1236	9.302493709e-14
1237	9.302493709e-14
1238	9.302493709e-14
1239	9.302493709e-14
1240	9.302493709e-14
1241	9.302493709e-14
1242	9.302493709e-14
1243	9.302493709e-14
1244	9.302493709e-14
1245	9.302493709e-14
1246	9.302493709e-14
1247	9.302493709e-14
1248	9.302493709e-14
1249	9.302493709e-14
1250	9.302493709e-14
1251	9.302493709e-14
1252	9.302493709e-14
1253	9.302493709e-14
1254	9.302493709e-14
1255	9.302493709e-14
1256	9.302493709e-14
1257	9.302493709e-14
1258	9.302493709e-14
1259	9.302493709e-14
1260	9.302493709e-14
1261	9.302493709e-14
1262	1.363057368e-10
1263	9.302493709e-14
1264	9.302493709e-14
1265	9.302493709e-14
1266	9.302493709e-14
1267	9.302493709e-14
1268	9.302493709e-14
1269	9.302493709e-14
1270	9.302493709e-14
1271	9.302493709e-14
1272	9.302493709e-14
1273	9.302493709e-14
1274	9.302493709e-14
1275	9.302493709e-14
1276	9.302493709e-14
1277	9.302493709e-14
1278	9.302493709e-14
1279	9.302493709e-14
1280	9.302493709e-14
1281	9.302493709e-14
1282	9.302493709e-14
1283	9.302493709e-14
1284	9.302493709e-14
1285	9.302493709e-14
1286	9.302493709e-14
1287	9.302493709e-14
1288	9.302493709e-14
1289	9.302493709e-14
1290	9.302493709e-14
1291	9.302493709e-14
1292	9.302493709e-14
1293	9.302493709e-14
1294	9.302493709e-14
1295	2.740204712e-11
1296	9.302493709e-14
1297	9.302493709e-14
1298	9.302493709e-14
1299	9.302493709e-14
1300	9.302493709e-14
1301	9.302493709e-14
1302	9.302493709e-14
1303	9.302493709e-14
1304	9.302493709e-14
1305	9.302493709e-14
1306	9.302493709e-14
1307	9.302493709e-14
1308	9.302493709e-14
1309	9.302493709e-14
1310	9.302493709e-14
1311	9.302493709e-14
1312	9.302493709e-14
1313	9.302493709e-14
1314	9.302493709e-14
1315	9.302493709e-14
1316	9.302493709e-14
1317	9.302493709e-14
1318	9.302493709e-14
1319	9.302493709e-14
1320	9.302493709e-14
1321	9.302493709e-14
1322	9.302493709e-14
1323	9.302493709e-14
1324	9.302493709e-14
1325	9.302493709e-14
1326	9.302493709e-14
1327	9.302493709e-14
1328	3.311481071e-11
1329	9.302493709e-14
1330	2.464441015e-10
1331	9.302493709e-14
1332	9.302493709e-14
1333	9.302493709e-14
1334	9.302493709e-14
1335	9.302493709e-14
1336	9.302493709e-14
1337	9.302493709e-14
1338	9.302493709e-14
1339	9.302493709e-14
1340	9.302493709e-14
1341	9.302493709e-14
1342	9.302493709e-14
1343	9.302493709e-14
1344	9.302493709e-14
1345	3.037991111e-10
1346	9.302493709e-14
1347	9.302493709e-14
1348	9.302493709e-14
1349	9.302493709e-14
1350	9.302493709e-14
1351	9.302493709e-14
1352	9.302493709e-14
1353	9.302493709e-14
1354	9.302493709e-14
1355	9.302493709e-14
1356	9.302493709e-14
1357	9.302493709e-14
1358	9.302493709e-14
1359	9.302493709e-14
1360	1.465133711e-10
1361	9.302493709e-14
1362	9.302493709e-14
1363	9.302493709e-14
1364	9.302493709e-14
1365	9.302493709e-14
1366	9.302493709e-14
1367	9.302493709e-14
1368	9.302493709e-14
1369	9.302493709e-14
1370	9.302493709e-14
1371	9.302493709e-14
1372	9.302493709e-14
1373	9.302493709e-14
1374	9.302493709e-14
1375	9.302493709e-14
1376	2.275233635e-10
1377	9.302493709e-14
1378	9.302493709e-14
1379	9.302493709e-14
1380	9.302493709e-14
1381	9.302493709e-14
1382	9.302493709e-14
1383	9.302493709e-14
1384	9.302493709e-14
1385	9.302493709e-14
1386	9.302493709e-14
1387	9.302493709e-14
1388	9.302493709e-14
