iter	MAE
1389	9.302493709e-14
1390	9.302493709e-14
1391	9.302493709e-14
1392	1.439126043e-10
1393	9.302493709e-14
1394	9.302493709e-14
1395	9.302493709e-14
1396	9.302493709e-14
1397	9.302493709e-14
1398	9.302493709e-14
1399	9.302493709e-14
1400	9.302493709e-14
1401	9.302493709e-14
1402	9.302493709e-14
1403	9.302493709e-14
1404	9.302493709e-14
1405	9.302493709e-14
1406	9.302493709e-14
1407	9.302493709e-14
1408	9.302493709e-14
1409	9.302493709e-14
1410	9.302493709e-14
1411	9.302493709e-14
1412	9.302493709e-14
1413	9.302493709e-14
1414	9.302493709e-14
1415	9.302493709e-14
1416	9.302493709e-14
1417	9.302493709e-14
1418	9.302493709e-14
1419	4.234780603e-11
1420	9.302493709e-14
1421	9.302493709e-14
1422	9.302493709e-14
1423	9.302493709e-14
1424	9.302493709e-14
1425	9.302493709e-14
1426	2.479340307e-10
1427	9.302493709e-14
1428	9.302493709e-14
1429	9.302493709e-14
1430	9.302493709e-14
1431	9.302493709e-14
1432	9.302493709e-14
1433	9.302493709e-14
1434	9.302493709e-14
1435	9.302493709e-14
1436	9.302493709e-14
1437	9.302493709e-14
1438	9.302493709e-14
1439	9.302493709e-14
1440	9.302493709e-14
1441	9.302493709e-14
1442	9.302493709e-14
1443	9.302493709e-14
1444	9.302493709e-14
1445	9.302493709e-14
1446	9.302493709e-14
1447	9.302493709e-14
1448	9.302493709e-14
1449	1.044857833e-10
1450	1.048268438e-10
1451	9.302493709e-14
1452	9.302493709e-14
1453	9.302493709e-14
1454	9.302493709e-14
1455	9.302493709e-14
1456	3.426657987e-10
1457	9.302493709e-14
1458	9.302493709e-14
1459	9.302493709e-14
1460	9.302493709e-14
1461	9.302493709e-14
1462	9.302493709e-14
1463	9.302493709e-14
1464	9.302493709e-14
1465	9.302493709e-14
1466	9.302493709e-14
1467	9.302493709e-14
1468	9.302493709e-14
1469	9.302493709e-14
1470	1.736418927e-10
1471	9.302493709e-14
1472	9.302493709e-14
1473	9.302493709e-14
1474	9.302493709e-14
1475	5.156907147e-10
1476	9.302493709e-14
1477	9.302493709e-14
1478	9.302493709e-14
1479	9.302493709e-14
1480	9.302493709e-14
1481	6.603933096e-11
1482	9.302493709e-14
1483	9.302493709e-14
1484	9.302493709e-14
1485	9.302493709e-14
1486	9.302493709e-14
1487	9.302493709e-14
1488	9.302493709e-14
1489	9.302493709e-14
1490	9.302493709e-14
1491	9.302493709e-14
1492	9.302493709e-14
1493	9.302493709e-14
1494	9.302493709e-14
1495	9.302493709e-14
1496	9.302493709e-14
1497	9.302493709e-14
1498	2.547676021e-10
1499	9.302493709e-14
1500	9.302493709e-14
1501	9.302493709e-14
1502	9.302493709e-14
1503	9.302493709e-14
1504	9.302493709e-14
1505	9.302493709e-14
1506	9.302493709e-14
1507	9.302493709e-14
1508	9.302493709e-14
1509	9.302493709e-14
1510	9.302493709e-14
1511	9.302493709e-14
1512	9.302493709e-14
1513	9.302493709e-14
1514	9.302493709e-14
1515	6.287234048e-11
1516	9.302493709e-14
1517	9.302493709e-14
1518	9.302493709e-14
1519	9.302493709e-14
1520	9.302493709e-14
1521	9.302493709e-14
1522	9.302493709e-14
1523	9.302493709e-14
1524	9.302493709e-14
1525	9.302493709e-14
1526	9.302493709e-14
1527	9.302493709e-14
1528	9.302493709e-14
1529	9.302493709e-14
1530	9.302493709e-14
1531	9.302493709e-14
1532	9.302493709e-14
1533	9.302493709e-14
1534	2.472074274e-10
1535	9.302493709e-14
1536	9.302493709e-14
1537	9.302493709e-14
1538	9.302493709e-14
1539	9.302493709e-14
1540	9.302493709e-14
1541	9.302493709e-14
1542	9.302493709e-14
1543	9.302493709e-14
1544	9.302493709e-14
1545	9.302493709e-14
1546	9.302493709e-14
1547	9.302493709e-14
1548	9.302493709e-14
1549	9.302493709e-14
1550	9.302493709e-14
1551	9.302493709e-14
1552	9.302493709e-14
1553	5.362310419e-11
1554	9.302493709e-14
1555	9.302493709e-14
1556	9.302493709e-14
1557	9.302493709e-14
1558	9.302493709e-14
1559	9.302493709e-14
1560	9.302493709e-14
1561	9.302493709e-14
1562	9.302493709e-14
1563	9.302493709e-14
1564	9.302493709e-14
1565	9.302493709e-14
1566	9.302493709e-14
1567	9.302493709e-14
1568	9.302493709e-14
1569	9.302493709e-14
1570	9.302493709e-14
1571	9.302493709e-14
1572	9.302493709e-14
1573	9.302493709e-14
1574	1.689584011e-10
1575	9.302493709e-14
1576	9.302493709e-14
1577	9.302493709e-14
1578	9.302493709e-14
1579	9.302493709e-14
1580	9.302493709e-14
1581	9.302493709e-14
1582	9.302493709e-14
1583	9.302493709e-14
1584	9.302493709e-14
1585	9.302493709e-14
1586	9.302493709e-14
1587	9.302493709e-14
1588	9.302493709e-14
1589	9.302493709e-14
1590	9.302493709e-14
1591	9.302493709e-14
1592	9.302493709e-14
1593	9.302493709e-14
1594	9.302493709e-14
1595	9.302493709e-14
1596	1.493230601e-10
1597	9.302493709e-14
1598	9.302493709e-14
1599	9.302493709e-14
1600	9.302493709e-14
1601	9.302493709e-14
1602	9.302493709e-14
1603	9.302493709e-14
1604	9.302493709e-14
1605	9.302493709e-14
1606	9.302493709e-14
1607	9.302493709e-14
1608	9.302493709e-14
1609	9.302493709e-14
1610	9.302493709e-14
1611	9.302493709e-14
1612	9.302493709e-14
1613	9.302493709e-14
1614	9.302493709e-14
1615	9.302493709e-14
1616	9.302493709e-14
1617	9.302493709e-14
1618	9.302493709e-14
1619	7.426538572e-11
1620	9.302493709e-14
1621	9.302493709e-14
1622	9.302493709e-14
1623	9.302493709e-14
1624	9.302493709e-14
1625	9.302493709e-14
1626	9.302493709e-14
1627	9.302493709e-14
1628	9.302493709e-14
1629	9.302493709e-14
1630	9.302493709e-14
1631	9.302493709e-14
1632	9.302493709e-14
1633	9.302493709e-14
1634	9.302493709e-14
1635	9.302493709e-14
1636	9.302493709e-14
1637	9.302493709e-14
1638	9.302493709e-14
1639	9.302493709e-14
1640	9.302493709e-14
1641	9.302493709e-14
1642	9.302493709e-14
1643	9.302493709e-14
1644	1.316285158e-10
1645	9.302493709e-14
1646	9.302493709e-14
1647	9.302493709e-14
1648	9.302493709e-14
1649	9.302493709e-14
1650	9.302493709e-14
1651	9.302493709e-14
1652	9.302493709e-14
1653	9.302493709e-14
1654	9.302493709e-14
1655	9.302493709e-14
1656	9.302493709e-14
1657	9.302493709e-14
1658	9.302493709e-14
1659	9.302493709e-14
1660	9.302493709e-14
1661	9.302493709e-14
1662	9.302493709e-14
1663	9.302493709e-14
1664	9.302493709e-14
1665	9.302493709e-14
1666	9.302493709e-14
1667	9.302493709e-14
1668	9.302493709e-14
1669	9.302493709e-14
1670	5.120319864e-11
1671	9.302493709e-14
1672	9.302493709e-14
1673	9.302493709e-14
1674	9.302493709e-14
1675	9.302493709e-14
1676	9.302493709e-14
1677	9.302493709e-14
1678	9.302493709e-14
1679	9.302493709e-14
1680	9.302493709e-14
1681	9.302493709e-14
1682	9.302493709e-14
1683	9.302493709e-14
1684	9.302493709e-14
1685	9.302493709e-14
1686	9.302493709e-14
1687	9.302493709e-14
1688	9.302493709e-14
1689	9.302493709e-14
1690	9.302493709e-14
1691	9.302493709e-14
1692	9.302493709e-14
1693	9.302493709e-14
1694	9.302493709e-14
1695	9.302493709e-14
1696	9.302493709e-14
1697	9.302493709e-14
1698	5.609173266e-11
1699	9.302493709e-14
1700	9.302493709e-14
1701	9.302493709e-14
1702	9.302493709e-14
1703	9.302493709e-14
1704	9.302493709e-14
1705	9.302493709e-14
1706	9.302493709e-14
1707	9.302493709e-14
1708	9.302493709e-14
1709	9.302493709e-14
1710	9.302493709e-14
1711	9.302493709e-14
1712	9.302493709e-14
1713	9.302493709e-14
1714	9.302493709e-14
1715	9.302493709e-14
1716	9.302493709e-14
1717	9.302493709e-14
1718	9.302493709e-14
1719	9.302493709e-14
1720	9.302493709e-14
1721	9.302493709e-14
1722	9.302493709e-14
1723	9.302493709e-14
1724	9.302493709e-14
1725	9.302493709e-14
1726	9.302493709e-14
1727	9.302493709e-14
1728	5.399664665e-11
1729	9.302493709e-14
1730	9.302493709e-14
1731	9.302493709e-14
1732	9.302493709e-14
1733	9.302493709e-14
1734	9.302493709e-14
1735	9.302493709e-14
1736	9.302493709e-14
1737	9.302493709e-14
1738	9.302493709e-14
1739	9.302493709e-14
1740	9.302493709e-14
1741	9.302493709e-14
1742	9.302493709e-14
1743	9.302493709e-14
1744	9.302493709e-14
1745	9.302493709e-14
1746	9.302493709e-14
1747	9.302493709e-14
1748	9.302493709e-14
1749	9.302493709e-14
1750	9.302493709e-14
1751	9.302493709e-14
1752	9.302493709e-14
1753	9.302493709e-14
1754	9.302493709e-14
1755	9.302493709e-14
1756	9.302493709e-14
1757	9.302493709e-14
1758	9.302493709e-14
1759	9.302493709e-14
1760	4.651140612e-11
1761	9.302493709e-14
1762	4.436168716e-11
1763	9.302493709e-14
1764	9.302493709e-14
1765	9.302493709e-14
1766	6.176795406e-11
1767	9.302493709e-14
1768	9.302493709e-14
1769	9.302493709e-14
1770	9.302493709e-14
1771	9.302493709e-14
1772	9.302493709e-14
1773	9.302493709e-14
1774	9.302493709e-14
1775	9.302493709e-14
1776	9.302493709e-14
1777	9.302493709e-14
1778	9.302493709e-14
1779	9.302493709e-14
1780	1.314234735e-10
1781	9.302493709e-14
1782	9.302493709e-14
1783	9.302493709e-14
1784	9.302493709e-14
1785	9.302493709e-14
1786	1.826225707e-11
1787	2.571063027e-10
1788	9.302493709e-14
1789	9.302493709e-14
1790	9.302493709e-14
1791	9.302493709e-14
1792	9.302493709e-14
1793	9.302493709e-14
1794	9.302493709e-14
1795	9.302493709e-14
1796	9.302493709e-14
1797	9.302493709e-14
1798	9.302493709e-14
1799	9.302493709e-14
1800	9.302493709e-14
1801	9.302493709e-14
1802	2.508614668e-10
1803	9.302493709e-14
1804	9.302493709e-14
1805	9.302493709e-14
1806	9.302493709e-14
1807	9.302493709e-14
1808	9.302493709e-14
1809	9.302493709e-14
1810	9.302493709e-14
1811	9.302493709e-14
1812	9.302493709e-14
1813	9.302493709e-14
1814	9.302493709e-14
1815	9.302493709e-14
1816	9.302493709e-14
1817	3.919299629e-11
1818	9.302493709e-14
1819	9.302493709e-14
1820	9.302493709e-14
1821	9.302493709e-14
1822	9.302493709e-14
1823	9.302493709e-14
1824	9.302493709e-14
1825	9.302493709e-14
1826	9.302493709e-14
1827	9.302493709e-14
1828	9.302493709e-14
1829	9.302493709e-14
1830	9.302493709e-14
1831	9.302493709e-14
1832	9.302493709e-14
1833	3.467603747e-10
1834	9.302493709e-14
1835	9.302493709e-14
1836	9.302493709e-14
1837	9.302493709e-14
1838	9.302493709e-14
1839	9.302493709e-14
1840	9.302493709e-14
1841	9.302493709e-14
1842	9.302493709e-14
1843	9.302493709e-14
1844	9.302493709e-14
1845	9.302493709e-14
1846	9.302493709e-14
1847	9.302493709e-14
1848	9.302493709e-14
1849	9.302493709e-14
1850	3.204290624e-11
1851	9.302493709e-14
1852	5.591072667e-10
1853	9.302493709e-14
1854	9.302493709e-14
1855	9.302493709e-14
1856	9.302493709e-14
1857	9.302493709e-14
1858	9.302493709e-14
1859	9.302493709e-14
1860	9.302493709e-14
1861	9.302493709e-14
1862	2.130951053e-10
1863	9.302493709e-14
1864	9.302493709e-14
1865	9.302493709e-14
1866	9.302493709e-14
1867	9.302493709e-14
1868	9.302493709e-14
1869	9.302493709e-14
1870	9.302493709e-14
1871	9.302493709e-14
1872	9.302493709e-14
1873	9.302493709e-14
1874	9.302493709e-14
1875	9.302493709e-14
1876	9.302493709e-14
1877	9.302493709e-14
1878	1.496519399e-10
1879	9.302493709e-14
1880	9.302493709e-14
1881	2.72721193e-11
1882	9.302493709e-14
1883	9.302493709e-14
1884	9.302493709e-14
1885	9.302493709e-14
1886	9.302493709e-14
1887	9.302493709e-14
1888	9.302493709e-14
1889	9.302493709e-14
1890	9.302493709e-14
1891	9.302493709e-14
1892	3.709007369e-10
1893	3.463829523e-10
1894	9.302493709e-14
1895	9.302493709e-14
1896	9.302493709e-14
1897	9.302493709e-14
1898	9.302493709e-14
1899	9.302493709e-14
1900	9.302493709e-14
1901	9.302493709e-14
1902	9.302493709e-14
1903	9.302493709e-14
1904	5.252683825e-11
1905	9.302493709e-14
1906	9.302493709e-14
1907	9.302493709e-14
1908	9.302493709e-14
1909	9.302493709e-14
1910	9.302493709e-14
1911	9.302493709e-14
1912	9.302493709e-14
1913	9.302493709e-14
1914	9.302493709e-14
1915	9.302493709e-14
1916	1.838351358e-10
1917	9.302493709e-14
1918	9.302493709e-14
1919	9.302493709e-14
1920	9.302493709e-14
1921	9.302493709e-14
1922	9.302493709e-14
1923	9.302493709e-14
1924	9.302493709e-14
1925	9.302493709e-14
1926	9.302493709e-14
1927	9.302493709e-14
1928	4.370798784e-11
1929	9.302493709e-14
1930	9.302493709e-14
1931	9.302493709e-14
1932	9.302493709e-14
1933	9.302493709e-14
1934	9.302493709e-14
1935	9.302493709e-14
1936	9.302493709e-14
1937	9.302493709e-14
1938	9.302493709e-14
1939	9.302493709e-14
1940	9.302493709e-14
1941	2.204910205e-10
1942	9.302493709e-14
1943	9.302493709e-14
1944	9.302493709e-14
1945	9.302493709e-14
1946	9.302493709e-14
1947	9.302493709e-14
1948	9.302493709e-14
1949	9.302493709e-14
1950	9.302493709e-14
1951	9.302493709e-14
1952	9.302493709e-14
1953	9.302493709e-14
1954	1.082090273e-10
1955	9.302493709e-14
1956	9.302493709e-14
1957	9.302493709e-14
1958	9.302493709e-14
1959	9.302493709e-14
1960	9.302493709e-14
1961	9.302493709e-14
1962	9.302493709e-14
1963	9.302493709e-14
1964	9.302493709e-14
1965	9.302493709e-14
1966	9.302493709e-14
1967	9.302493709e-14
1968	5.572941873e-10
1969	9.302493709e-14
1970	9.302493709e-14
1971	9.302493709e-14
1972	9.302493709e-14
1973	9.302493709e-14
1974	9.302493709e-14
1975	1.628842757e-10
1976	9.302493709e-14
1977	9.302493709e-14
1978	4.850110612e-11
1979	9.302493709e-14
1980	9.302493709e-14
1981	9.302493709e-14
1982	9.302493709e-14
1983	9.302493709e-14
1984	9.302493709e-14
1985	9.302493709e-14
1986	1.636352406e-10
1987	9.302493709e-14
1988	9.302493709e-14
1989	9.302493709e-14
1990	9.302493709e-14
1991	9.302493709e-14
1992	9.302493709e-14
1993	1.387331343e-11
1994	9.302493709e-14
1995	9.302493709e-14
1996	2.21213744e-10
1997	9.302493709e-14
1998	9.302493709e-14
1999	9.302493709e-14
