date,price_trend_logistic,residual_smoothed,price_final,is_observed
1995-06-01,2500.0000699396473,0.0,2500.0000699396473,False
1995-07-01,2500.000068726691,0.0,2500.000068726691,False
1995-08-01,2500.0000675347715,0.0,2500.0000675347715,False
1995-09-01,2500.0000663635224,0.0,2500.0000663635224,False
1995-10-01,2500.000065212587,0.0,2500.000065212587,False
1995-11-01,2500.0000640816115,0.0,2500.0000640816115,False
1995-12-01,2500.0000629702504,0.0,2500.0000629702504,False
1996-01-01,2500.0000618781637,0.0,2500.0000618781637,False
1996-02-01,2500.0000608050173,0.0,2500.0000608050173,False
1996-03-01,2500.0000597504823,0.0,2500.0000597504823,False
1996-04-01,2500.000058714236,0.0,2500.000058714236,False
1996-05-01,2500.000057695961,0.0,2500.000057695961,False
1996-06-01,2500.0000566953454,0.0,2500.0000566953454,False
1996-07-01,2500.0000557120843,0.0,2500.0000557120843,False
1996-08-01,2500.0000547458753,0.0,2500.0000547458753,False
1996-09-01,2500.000053796423,0.0,2500.000053796423,False
1996-10-01,2500.0000528634373,0.0,2500.0000528634373,False
1996-11-01,2500.000051946632,0.0,2500.000051946632,False
1996-12-01,2500.0000510457267,0.0,2500.0000510457267,False
1997-01-01,2500.000050160446,0.0,2500.000050160446,False
1997-02-01,2500.0000492905187,0.0,2500.0000492905187,False
1997-03-01,2500.0000484356783,0.0,2500.0000484356783,False
1997-04-01,2500.000047595663,0.0,2500.000047595663,False
1997-05-01,2500.0000467702166,0.0,2500.0000467702166,False
1997-06-01,2500.000045959085,0.0,2500.000045959085,False
1997-07-01,2500.0000451620217,0.0,2500.0000451620217,False
1997-08-01,2500.0000443787812,0.0,2500.0000443787812,False
1997-09-01,2500.0000436091245,0.0,2500.0000436091245,False
1997-10-01,2500.000042852816,0.0,2500.000042852816,False
1997-11-01,2500.000042109624,0.0,2500.000042109624,False
1997-12-01,2500.0000413793214,0.0,2500.0000413793214,False
1998-01-01,2500.0000406616837,0.0,2500.0000406616837,False
1998-02-01,2500.0000399564924,0.0,2500.0000399564924,False
1998-03-01,2500.000039263531,0.0,2500.000039263531,False
1998-04-01,2500.0000385825874,0.0,2500.0000385825874,False
1998-05-01,2500.000037913454,0.0,2500.000037913454,False
1998-06-01,2500.000037255925,0.0,2500.000037255925,False
1998-07-01,2500.0000366097993,0.0,2500.0000366097993,False
1998-08-01,2500.000035974879,0.0,2500.000035974879,False
1998-09-01,2500.00003535097,0.0,2500.00003535097,False
1998-10-01,2500.000034737882,0.0,2500.000034737882,False
1998-11-01,2500.0000341354266,0.0,2500.0000341354266,False
1998-12-01,2500.0000335434192,0.0,2500.0000335434192,False
1999-01-01,2500.000032961679,0.0,2500.000032961679,False
1999-02-01,2500.000032390028,0.0,2500.000032390028,False
1999-03-01,2500.0000318282914,0.0,2500.0000318282914,False
1999-04-01,2500.0000312762963,0.0,2500.0000312762963,False
1999-05-01,2500.000030733875,0.0,2500.000030733875,False
1999-06-01,2500.0000302008607,0.0,2500.0000302008607,False
1999-07-01,2500.0000296770904,0.0,2500.0000296770904,False
1999-08-01,2500.0000291624037,0.0,2500.0000291624037,False
1999-09-01,2500.0000286566424,0.0,2500.0000286566424,False
1999-10-01,2500.0000281596535,0.0,2500.0000281596535,False
1999-11-01,2500.0000276712835,0.0,2500.0000276712835,False
1999-12-01,2500.0000271913837,0.0,2500.0000271913837,False
2000-01-01,2500.0000267198066,0.0,2500.0000267198066,False
2000-02-01,2500.000026256407,0.0,2500.000026256407,False
2000-03-01,2500.000025801045,0.0,2500.000025801045,False
2000-04-01,2500.00002535358,0.0,2500.00002535358,False
2000-05-01,2500.0000249138757,0.0,2500.0000249138757,False
2000-06-01,2500.0000244817966,0.0,2500.0000244817966,False
